,n_track,set_section,artist,track,set_name,song_id,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instruentalness,mode
2,3,1,DJ Gregory,Head Talking,2015-03-12 - Skee Mask @ Boiler Room Munich x Illian Tape,28hRZdsfwZ6kCfFCRg1bDv,Kern Exclusives,6.023616666666666,128.969,0.602,0.558,0.473,7,4,0.000927,0.533,1
7,8,1,The Thirst,Ital & Halal,2015-03-12 - Skee Mask @ Boiler Room Munich x Illian Tape,3utq2FgD1pkmIoaWfjXWAU,The Stranger (Legacy Edition),7.614883333333333,97.953,0.931,0.415,0.339,5,4,0.407,0.000501,1
10,11,1,Simoncino,Earth & Nightfall,2015-03-12 - Skee Mask @ Boiler Room Munich x Illian Tape,01z2fBGB8Hl3Jd3zXe4IXR,Swimming,2.6973333333333334,83.507,0.238,0.272,0.119,2,4,0.89,0.00925,0
11,12,1,Legowelt,Rave Till Dawn,2015-03-12 - Skee Mask @ Boiler Room Munich x Illian Tape,3XVNkyuB0uPYjjyQDW76aM,The Paranormal Soul,6.406116666666667,125.049,0.901,0.751,0.493,2,4,3.11e-05,0.000111,0
13,14,1,Dynamo,Aufenthalt 3,2015-03-12 - Skee Mask @ Boiler Room Munich x Illian Tape,0H3vWpTmqLsKrKeHO3qF6o,Außen vor,3.8931,133.372,0.445,0.822,0.568,6,4,0.0123,0.457,1
15,16,1,Antigone,The Time Merchant,2015-03-12 - Skee Mask @ Boiler Room Munich x Illian Tape,08iGYWmrwHwK37PkBoRGoh,WALLS #3,6.769833333333334,129.998,0.988,0.783,0.0832,10,4,0.0867,0.82,0
17,18,1,Ben Klock,Compression Session,2015-03-12 - Skee Mask @ Boiler Room Munich x Illian Tape,66bfuV2IIz3uLUACAtMh7b,Compression Session,6.307083333333333,127.011,0.729,0.784,0.0745,1,4,0.101,0.547,1
18,1,1,Scanner,RF Radiation,2016-03-04 - Skee Mask - Groove Podcast 50,50eWOvcOG3LyVlFHbqvh24,Spore,5.1306666666666665,80.671,0.196,0.307,0.06,1,3,0.727,0.538,1
19,2,1,Javier Hernando,Bruma Caustica,2016-03-04 - Skee Mask - Groove Podcast 50,1zQ2Z7HiGFlehMlViGiMC5,Luz Nacarina,6.650666666666667,70.349,0.00311,0.277,0.0394,10,3,0.957,0.0292,1
20,3,1,All,Logopedie 99,2016-03-04 - Skee Mask - Groove Podcast 50,4qqqvv5ZwUhzHU4qIEWmtE,Pop Ambient 2004,6.308666666666666,80.344,0.235,0.147,0.0394,7,4,0.927,0.989,1
21,4,1,Stasis,So,2016-03-04 - Skee Mask - Groove Podcast 50,35oy9Ew9QjfhDuvMf0hfjS,Inspiration,1.5088833333333334,95.921,0.193,0.698,0.282,5,4,0.68,0.945,0
22,5,1,Moody Boyz,Pygmy Song,2016-03-04 - Skee Mask - Groove Podcast 50,7xaS1xfPrgtZuDwHIuwQGE,Product Of The Environment,7.657766666666666,100.891,0.487,0.737,0.143,10,4,0.102,0.76,0
27,10,1,UVB,Salvation,2016-03-04 - Skee Mask - Groove Podcast 50,410S4iSg6QnB3OGoy4uV5B,Life,6.03565,131.942,0.877,0.699,0.231,7,4,0.0464,0.94,1
28,11,1,Boss,Depka Rulez,2016-03-04 - Skee Mask - Groove Podcast 50,2rHfVJhs7OjQ3Q5pdxvcR6,Depka Rulez,4.133016666666666,140.004,0.989,0.777,0.445,1,4,0.00134,0.895,1
32,15,1,E,Dancer,2016-03-04 - Skee Mask - Groove Podcast 50,69sJBJdGogAYV74hmB0ORK,Revamp: The Songs Of Elton John & Bernie Taupin,6.0198,139.997,0.537,0.532,0.154,0,4,0.277,8.5e-06,1
34,17,1,Ñaka Ñaka,Oli,2016-03-04 - Skee Mask - Groove Podcast 50,4YNtKE8ooOoaJUVAbhCcTa,Tuli Mumasogo,4.3472,164.881,0.871,0.449,0.834,11,4,0.527,0,0
35,18,1,Dalhous,Function Curve,2016-03-04 - Skee Mask - Groove Podcast 50,5dA2U6I2PiX9RN6PzIxzkM,Will to Be Well,3.2917666666666667,84.301,0.603,0.198,0.0794,1,3,0.731,0.902,0
36,19,1,William Basinski,The Deluge,2016-03-04 - Skee Mask - Groove Podcast 50,4T4RDJg8mZjl7BE6z0U2sY,The Deluge Live at Issue Project Room,36.14355,134.53,0.0805,0.218,0.0685,6,4,0.995,0.845,1
37,20,1,Melanin 9 Feat. Roc Marciano,White Russian,2016-03-04 - Skee Mask - Groove Podcast 50,5cmx64G6NpTRevu6P0Wg3M,"From Black, To White, To Pork",5.72,130.006,0.871,0.589,0.558,1,4,0.000166,0.504,1
38,20,1,Melanin 9 Feat. Roc Marciano,White Russian,2016-03-04 - Skee Mask - Groove Podcast 50,5cmx64G6NpTRevu6P0Wg3M,"From Black, To White, To Pork",5.72,130.006,0.871,0.589,0.558,1,4,0.000166,0.504,1
39,1,1,?,White Russian,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",5cmx64G6NpTRevu6P0Wg3M,"From Black, To White, To Pork",5.72,130.006,0.871,0.589,0.558,1,4,0.000166,0.504,1
40,1,1,?,White Russian,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",5cmx64G6NpTRevu6P0Wg3M,"From Black, To White, To Pork",5.72,130.006,0.871,0.589,0.558,1,4,0.000166,0.504,1
41,2,1,?,White Russian,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",5cmx64G6NpTRevu6P0Wg3M,"From Black, To White, To Pork",5.72,130.006,0.871,0.589,0.558,1,4,0.000166,0.504,1
42,2,1,?,White Russian,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",5cmx64G6NpTRevu6P0Wg3M,"From Black, To White, To Pork",5.72,130.006,0.871,0.589,0.558,1,4,0.000166,0.504,1
43,3,1,Hezziane,Pivot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",4wZeJmwXQdWmpP9baKvD8R,KV-08 / Pivot,5.652033333333334,124.997,0.988,0.804,0.417,1,4,0.000765,0.933,1
44,4,1,Client_03,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3vdfXbnOa3rhDd0Quq4p4y,Hope Repeater,3.9036166666666667,140.009,0.963,0.78,0.387,7,4,0.0128,0.905,1
45,4,1,Client_03,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2uWMj52ImAeeGQFJmVlU5H,"Beats, Rhymes & Life",3.8204333333333333,93.668,0.542,0.796,0.855,10,4,0.0853,3.2e-05,0
46,4,1,Client_03,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2uWMj52ImAeeGQFJmVlU5H,"Beats, Rhymes & Life",3.8204333333333333,93.668,0.542,0.796,0.855,10,4,0.0853,3.2e-05,0
47,5,1,?,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3vdfXbnOa3rhDd0Quq4p4y,Hope Repeater,3.9036166666666667,140.009,0.963,0.78,0.387,7,4,0.0128,0.905,1
48,5,1,?,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2uWMj52ImAeeGQFJmVlU5H,"Beats, Rhymes & Life",3.8204333333333333,93.668,0.542,0.796,0.855,10,4,0.0853,3.2e-05,0
49,5,1,?,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2uWMj52ImAeeGQFJmVlU5H,"Beats, Rhymes & Life",3.8204333333333333,93.668,0.542,0.796,0.855,10,4,0.0853,3.2e-05,0
50,6,1,?,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3vdfXbnOa3rhDd0Quq4p4y,Hope Repeater,3.9036166666666667,140.009,0.963,0.78,0.387,7,4,0.0128,0.905,1
51,6,1,?,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2uWMj52ImAeeGQFJmVlU5H,"Beats, Rhymes & Life",3.8204333333333333,93.668,0.542,0.796,0.855,10,4,0.0853,3.2e-05,0
52,6,1,?,1nce Again,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2uWMj52ImAeeGQFJmVlU5H,"Beats, Rhymes & Life",3.8204333333333333,93.668,0.542,0.796,0.855,10,4,0.0853,3.2e-05,0
53,7,1,Nite Fleit,Borderline,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0Q6sQi09tdlI036kmbC0FL,Overcast,4.334383333333333,140.987,0.785,0.759,0.0387,6,4,0.00347,0.899,0
54,8,1,Lloyd SB,Hypercube,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",467PNYGwCJLzJIelGvTOoZ,Boida Flare,4.756866666666666,181.328,0.952,0.508,0.126,10,5,0.016,0.875,0
55,9,1,Blackmass Plastics,Beatings,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1O8AbrXbdYNioXkgE8xmNI,Beatings,4.694,138.008,0.685,0.775,0.264,2,4,0.0202,0.889,1
57,11,1,Kaotic Chemistry,Drum Trip 2,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1tocYIOD1kD0ZlrLa6mqKa,25 Years of Metalheadz – Part 3,8.030616666666667,173.963,0.928,0.622,0.302,11,4,0.0121,0.64,1
58,12,1,Jammin,That's The Way,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",4xYuD7NdZmi6kIiZSNHVhr,That's the Way / Round Trees,5.477333333333333,138.061,0.897,0.659,0.96,1,4,0.000186,0.8,1
59,13,1,AQXDM,Leisure Techno,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0FK6IzksIL8Fnf03aOBxTc,Infrared,6.366666666666666,135.009,0.954,0.72,0.352,9,4,0.00381,0.901,1
60,14,1,Untold,Winding Shott,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",64spIc10debHOn6OJ5gUjc,Sounds of SUB:STANCE,4.653416666666667,146.014,0.969,0.496,0.033,2,4,0.000113,0.932,1
61,15,1,Cocktail Party Effect,When The Gun Claps,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1fWtTf67LpFFKYUNhLgmUH,Shattered Retina EP,4.8058,129.969,0.996,0.755,0.0344,1,4,5.19e-05,0.762,1
62,16,1,Tymotica,Tin Teardrop,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",7LTX0XCLj2X0zGMMf6XrBR,Incoherent Death Experience,5.623733333333333,123.406,0.989,0.395,0.0329,6,4,0.168,0.896,0
63,17,1,Technoist,Pull,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",40YpjN3T2uL6Mgc5l9uW9q,Maximal Techno,4.687633333333333,139.968,0.96,0.503,0.0909,11,4,0.00653,0.492,0
64,18,1,Scalameriya,Zethrei,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",23mV6oZvAfp4hj4IyhbtxO,47018,4.832316666666666,134.032,0.863,0.756,0.512,11,4,0.0317,0.734,0
66,20,1,DJ Spooky,Outta Control,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1PCow4mO5Dn2Z59tvJ1dWR,Late Nights With Jeremih,4.5825,120.067,0.787,0.739,0.194,8,4,0.102,0,1
67,20,1,DJ Spooky,Outta Control,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1PCow4mO5Dn2Z59tvJ1dWR,Late Nights With Jeremih,4.5825,120.067,0.787,0.739,0.194,8,4,0.102,0,1
68,21,1,?,Outta Control,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1PCow4mO5Dn2Z59tvJ1dWR,Late Nights With Jeremih,4.5825,120.067,0.787,0.739,0.194,8,4,0.102,0,1
69,21,1,?,Outta Control,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1PCow4mO5Dn2Z59tvJ1dWR,Late Nights With Jeremih,4.5825,120.067,0.787,0.739,0.194,8,4,0.102,0,1
70,22,1,?,Outta Control,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1PCow4mO5Dn2Z59tvJ1dWR,Late Nights With Jeremih,4.5825,120.067,0.787,0.739,0.194,8,4,0.102,0,1
71,22,1,?,Outta Control,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1PCow4mO5Dn2Z59tvJ1dWR,Late Nights With Jeremih,4.5825,120.067,0.787,0.739,0.194,8,4,0.102,0,1
73,24,1,Martyn,Rhythm Ritual,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",4byN6J0deMnHVk1CuHCeiM,Odds Against Us,5.806466666666667,133.338,0.971,0.757,0.493,8,4,0.0047,0.849,0
74,25,1,Debit,Corporeality,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0omlY3OLvzSCNO4JO6hsuh,NAAFI 2.0,3.8,138.411,0.807,0.587,0.241,2,4,0.0971,0.875,1
75,26,1,Mala,Changuito,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",40B8yTSjj16lsu0D4glD3u,Mala in Cuba,4.395533333333334,139.997,0.867,0.684,0.0529,6,4,5.51e-05,0.877,0
76,27,1,Skee Mask,RZZ,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3uikmVUcX1rTTUm54u6AsI,Soul Soul Soul,7.932883333333334,158.406,0.452,0.288,0.359,8,4,0.124,0.93,0
77,27,1,Skee Mask,RZZ,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3uikmVUcX1rTTUm54u6AsI,Soul Soul Soul,7.932883333333334,158.406,0.452,0.288,0.359,8,4,0.124,0.93,0
78,28,1,?,RZZ,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3uikmVUcX1rTTUm54u6AsI,Soul Soul Soul,7.932883333333334,158.406,0.452,0.288,0.359,8,4,0.124,0.93,0
79,28,1,?,RZZ,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3uikmVUcX1rTTUm54u6AsI,Soul Soul Soul,7.932883333333334,158.406,0.452,0.288,0.359,8,4,0.124,0.93,0
80,29,1,?,RZZ,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3uikmVUcX1rTTUm54u6AsI,Soul Soul Soul,7.932883333333334,158.406,0.452,0.288,0.359,8,4,0.124,0.93,0
81,29,1,?,RZZ,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3uikmVUcX1rTTUm54u6AsI,Soul Soul Soul,7.932883333333334,158.406,0.452,0.288,0.359,8,4,0.124,0.93,0
82,30,1,The Untouchables,Baiana,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3l02N9yVCFLqZJd9Iy2wVV,The Planets: Earth,6.160233333333333,172.019,0.783,0.564,0.213,1,4,8.33e-05,0.877,1
83,31,1,Text Chunk & Hood Joplin,Keepflowin,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0TkmYOe2Emf1Wc5jjgqZAx,Bank Account,3.375,160.031,0.907,0.809,0.364,8,4,0.001,0.00121,1
84,32,1,Mahakal,Tomahawk,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2zRJKz8k0398xe0gXFVDjR,Tomahawk VIP / Blue,4.815616666666667,170.034,0.947,0.61,0.371,11,4,2.84e-05,0.792,0
86,34,1,DJ Rashad,XTC,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",1mLGSIwJtrbopwSMIREGO2,Get It Shorty,6.056433333333334,160.02,0.641,0.669,0.454,9,4,0.000752,0.525,1
87,35,1,Dub Phizix & Fixate,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
88,35,1,Dub Phizix & Fixate,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
89,35,1,Dub Phizix & Fixate,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
90,36,1,?,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
91,36,1,?,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
92,36,1,?,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
93,37,1,?,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
94,37,1,?,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
95,37,1,?,Hotfoot,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",0riw4wGeQJzTfRdb5q0VWw,EXITVS008,4.144516666666667,85.021,0.935,0.662,0.201,2,4,0.000283,0.89,1
96,38,1,J,Shadow,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3RgR3cFZ6xh7MlB9DURK6e,Born and Raised,3.8028833333333334,146.944,0.559,0.52,0.254,2,4,0.0736,0.349,1
98,40,1,dgoHn,Untitled Pig Dog,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2eTSOT83apCUK8Sh9ZJsEa,All the Fuckin' As,5.764733333333333,174.975,0.839,0.199,0.168,1,4,0.0656,0.807,1
99,41,1,Roho,Totemz,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",2pqFudwXZoA8UEEywDfz7d,Samurai Hannya,6.13445,169.977,0.99,0.696,0.167,10,4,0.00209,0.842,0
100,42,1,DJ Godfather,Do Ya Thang,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",3LwwTKMfHQ3RGqQtOMZlBQ,C-U Later,4.352916666666666,85.006,0.742,0.72,0.73,7,4,0.00151,0.882,1
101,43,1,Booby Nio,Dutty ID?,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",5n0Bj0P5EJ3IKA9EwdiK6I,The Rebirth of Jerman Luga,4.157383333333334,109.937,0.568,0.702,0.676,4,4,0.0819,0,1
102,44,1,?,Dutty ID?,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",5n0Bj0P5EJ3IKA9EwdiK6I,The Rebirth of Jerman Luga,4.157383333333334,109.937,0.568,0.702,0.676,4,4,0.0819,0,1
103,45,1,Unknown Artist,Are You Sure?,"2019-08-03 - Skee Mask b2b Zenker Brothers @ Dekmantel Festival, Amsterdam",4eH47ofIZbrbKwmLJSu5hb,Nashville Rebel,2.924,113.843,0.551,0.834,0.73,4,4,0.461,0.135,1
104,1,1,?,Are You Sure?,"2019-08-30 - Skee Mask @ Dimensions Festival, Croatia (RA Live)",4eH47ofIZbrbKwmLJSu5hb,Nashville Rebel,2.924,113.843,0.551,0.834,0.73,4,4,0.461,0.135,1
